Date,product,category,retailer_id,temperature_f,humidity_pct,weather_condition,holiday,discount_pct,unit_price,sales_volume,stock_quantity,reorder_level,reorder_quantity
1/18/2025,Desserts and Dough,Frozen,R003,51.2,83.5,Sunny,,0.12,4.15,82,70,50,150
1/18/2025,Popsicles,Frozen,R002,51.2,83.5,Sunny,,0,6.13,70,95,50,150
1/19/2025,Cocoa & Hot chocolate,Hot Beverages,R002,48.2,83,Cold,,0,9.15,77,150,50,150
1/19/2025,Coffee,Hot Beverages,R005,48.2,83,Cold,,0.16,9.85,112,188,50,150
1/19/2025,Tea,Hot Beverages,R004,48.2,83,Cold,,0,11.64,109,167,50,150
1/19/2025,Coconut water,Cold Beverages,R002,48.2,83,Cold,,0,1.84,53,294,80,240
1/19/2025,Juice and smoothies,Cold Beverages,R002,48.2,83,Cold,,0,3.11,50,271,80,240
1/19/2025,Soft drinks,Cold Beverages,R005,48.2,83,Cold,,0,3.72,53,187,80,240
1/19/2025,Sports drinks,Cold Beverages,R002,48.2,83,Cold,,0,2.69,56,217,80,240
1/19/2025,Water,Hydration,R001,48.2,83,Cold,,0.07,1.54,82,237,100,300
1/19/2025,Sparkling water,Hydration,R004,48.2,83,Cold,,0,1.73,73,255,100,300
1/19/2025,"Breakfast, syrup and cereal",Pantry,R004,48.2,83,Cold,,0,5.05,74,234,60,180
1/19/2025,Condiments and spice,Pantry,R002,48.2,83,Cold,,0,3.34,74,106,60,180
1/19/2025,"Grains, pasta",Pantry,R001,48.2,83,Cold,,0,3.87,74,122,60,180
1/19/2025,Soups,Canned Goods,R005,48.2,83,Cold,,0,2.71,73,248,70,210
1/19/2025,Vegetables,Canned Goods,R005,48.2,83,Cold,,0,1.57,65,231,70,210
1/19/2025,Fruits,Canned Goods,R001,48.2,83,Cold,,0,2.63,73,131,70,210
1/19/2025,Bagels and Muffins,Bread and Bakery,R003,48.2,83,Cold,,0,3.46,61,120,40,120
1/19/2025,Sandwich breads,Bread and Bakery,R005,48.2,83,Cold,,0,5.88,71,120,40,120
1/19/2025,Pitas and flatbreads,Bread and Bakery,R004,48.2,83,Cold,,0,3.52,69,120,40,120
1/19/2025,Cookies and bakery snacks,Bread and Bakery,R001,48.2,83,Cold,,0,3.48,64,95,40,120
1/19/2025,Baguettes and french breads,Bread and Bakery,R002,48.2,83,Cold,,0,3.95,61,120,40,120
1/19/2025,Butter,"Dairy, eggs and cheese",R001,48.2,83,Cold,,0,7.85,63,150,50,150
1/19/2025,Cheese - american,"Dairy, eggs and cheese",R005,48.2,83,Cold,,0,5.62,84,150,50,150
1/19/2025,Cheese - cheddar,"Dairy, eggs and cheese",R001,48.2,83,Cold,,0.23,7.83,63,150,50,150
1/19/2025,Cheese - mozerella,"Dairy, eggs and cheese",R003,48.2,83,Cold,,0,6.36,73,150,50,150
1/19/2025,Milk and cream,"Dairy, eggs and cheese",R005,48.2,83,Cold,,0,7.32,62,150,50,150
1/19/2025,Yogurt and pudding,"Dairy, eggs and cheese",R005,48.2,83,Cold,,0,4.64,58,150,50,150
1/19/2025,Eggs,"Dairy, eggs and cheese",R004,48.2,83,Cold,,0,4.85,54,150,50,150
1/19/2025,Strawberry,Fruits - Berries,R001,48.2,83,Cold,,0,4.89,36,54,30,90
1/19/2025,Blueberry,Fruits - Berries,R003,48.2,83,Cold,,0.06,3.85,35,93,30,90
1/19/2025,Raspberries,Fruits - Berries,R001,48.2,83,Cold,,0,5.37,34,115,30,90
1/19/2025,Pineapple,Fruits - All weather,R004,48.2,83,Cold,,0,1.02,75,180,60,180
1/19/2025,Banana,Fruits - All weather,R005,48.2,83,Cold,,0,1.17,78,180,60,180
1/19/2025,Apples,Fruits - All weather,R004,48.2,83,Cold,,0,0.93,88,92,60,180
1/19/2025,Watermelon,Fruits - Melons,R001,48.2,83,Cold,,0,1.17,17,59,25,75
1/19/2025,Canteloupe,Fruits - Melons,R005,48.2,83,Cold,,0,1.76,18,57,25,75
1/19/2025,Oranges,Fruits - Citrus,R003,48.2,83,Cold,,0,0.78,55,132,50,150
1/19/2025,Lemon,Fruits - Citrus,R002,48.2,83,Cold,,0.07,1.11,64,186,50,150
1/19/2025,Mango,Fruits - Tropical Fruits,R002,48.2,83,Cold,,0,2.94,36,73,35,105
1/19/2025,Kiwi,Fruits - Tropical Fruits,R004,48.2,83,Cold,,0,2.18,45,127,35,105
1/19/2025,Coconut,Fruits - Tropical Fruits,R001,48.2,83,Cold,,0,2.61,32,36,35,105
1/19/2025,Cherries,Fruits - Seasonal,R004,48.2,83,Cold,,0,3.1,18,61,20,60
1/19/2025,Peach,Fruits - Seasonal,R002,48.2,83,Cold,,0,3.45,19,41,20,60
1/19/2025,Onion,Vegetables,R004,48.2,83,Cold,,0.07,2.19,76,180,60,180
1/19/2025,Tomatoes,Vegetables,R001,48.2,83,Cold,,0.17,2.61,109,180,60,180
1/19/2025,Carrots,Vegetables,R002,48.2,83,Cold,,0,2.03,123,237,60,180
1/19/2025,Cabbage,Vegetables,R001,48.2,83,Cold,,0.19,1.89,87,180,60,180
1/19/2025,Broccoli & Cauliflower,Vegetables,R003,48.2,83,Cold,,0,1.4,119,115,60,180
1/19/2025,Potatoes & Yams,Vegetables,R003,48.2,83,Cold,,0,1.49,85,180,60,180
1/19/2025,Cucumbers,Vegetables,R002,48.2,83,Cold,,0,0.85,62,180,60,180
1/19/2025,Peppers,Vegetables,R003,48.2,83,Cold,,0,2.16,103,190,60,180
1/19/2025,Herbs,Vegetables,R001,48.2,83,Cold,,0,1.72,111,126,60,180
1/19/2025,Lettuce and Greens,Vegetables,R001,48.2,83,Cold,,0,2.7,120,90,60,180
1/19/2025,Corn,Vegetables,R004,48.2,83,Cold,,0,1.31,120,240,60,180
1/19/2025,Beef,Meat,R001,48.2,83,Cold,,0,5.85,60,60,40,120
1/19/2025,Chicken,Meat,R005,48.2,83,Cold,,0,9.66,63,84,40,120
1/19/2025,Turkey,Meat,R004,48.2,83,Cold,,0,10.29,57,63,40,120
1/19/2025,Lamb,Meat,R003,48.2,83,Cold,,0,7.4,60,94,40,120
1/19/2025,Pork,Meat,R002,48.2,83,Cold,,0.22,14.93,58,120,40,120
1/19/2025,Shrimp,Seafood,R003,48.2,83,Cold,,0,8.21,32,81,25,75
1/19/2025,Prawns,Seafood,R005,48.2,83,Cold,,0,12.11,29,84,25,75
1/19/2025,Lobster,Seafood,R001,48.2,83,Cold,,0,23.23,30,80,25,75
1/19/2025,Crabs,Seafood,R005,48.2,83,Cold,,0,18.96,26,75,25,75
1/19/2025,Salmon,Seafood,R001,48.2,83,Cold,,0.22,14.93,27,75,25,75
1/19/2025,Cod,Seafood,R004,48.2,83,Cold,,0,15,36,44,25,75
1/19/2025,Icecream,Frozen,R002,48.2,83,Cold,,0,5.44,40,60,50,150
1/19/2025,Appetizers,Frozen,R001,48.2,83,Cold,,0,4.17,35,90,50,150
1/19/2025,Fruits and Berries,Frozen,R004,48.2,83,Cold,,0,5.66,39,111,50,150
1/19/2025,Meals and Sides,Frozen,R002,48.2,83,Cold,,0,7.32,44,178,50,150
1/19/2025,Pizza,Frozen,R003,48.2,83,Cold,,0,8.71,41,71,50,150
1/19/2025,Juices,Frozen,R001,48.2,83,Cold,,0,8.98,38,53,50,150
1/19/2025,Desserts and Dough,Frozen,R001,48.2,83,Cold,,0,4.15,41,179,50,150
1/19/2025,Popsicles,Frozen,R001,48.2,83,Cold,,0,6.13,35,60,50,150
1/20/2025,Cocoa & Hot chocolate,Hot Beverages,R005,41.3,61.1,Cold,MLK Day,0,9.15,99,51,50,150
1/20/2025,Coffee,Hot Beverages,R004,41.3,61.1,Cold,MLK Day,0,9.85,96,92,50,150
1/20/2025,Tea,Hot Beverages,R003,41.3,61.1,Cold,MLK Day,0.14,11.64,132,185,50,150
1/20/2025,Coconut water,Cold Beverages,R003,41.3,61.1,Cold,MLK Day,0,1.84,62,232,80,240
1/20/2025,Juice and smoothies,Cold Beverages,R005,41.3,61.1,Cold,MLK Day,0,3.11,58,213,80,240
1/20/2025,Soft drinks,Cold Beverages,R003,41.3,61.1,Cold,MLK Day,0,3.72,54,133,80,240
1/20/2025,Sports drinks,Cold Beverages,R005,41.3,61.1,Cold,MLK Day,0,2.69,58,159,80,240
1/20/2025,Water,Hydration,R005,41.3,61.1,Cold,MLK Day,0,1.54,78,159,100,300
1/20/2025,Sparkling water,Hydration,R003,41.3,61.1,Cold,MLK Day,0,1.73,76,179,100,300
1/20/2025,"Breakfast, syrup and cereal",Pantry,R004,41.3,61.1,Cold,MLK Day,0,5.05,88,146,60,180
1/20/2025,Condiments and spice,Pantry,R002,41.3,61.1,Cold,MLK Day,0,3.34,80,206,60,180
1/20/2025,"Grains, pasta",Pantry,R005,41.3,61.1,Cold,MLK Day,0,3.87,75,227,60,180
1/20/2025,Soups,Canned Goods,R002,41.3,61.1,Cold,MLK Day,0,2.71,69,179,70,210
1/20/2025,Vegetables,Canned Goods,R004,41.3,61.1,Cold,MLK Day,0,1.57,67,164,70,210
1/20/2025,Fruits,Canned Goods,R001,41.3,61.1,Cold,MLK Day,0.16,2.63,98,243,70,210
1/20/2025,Bagels and Muffins,Bread and Bakery,R001,41.3,61.1,Cold,MLK Day,0,3.46,78,42,40,120
1/20/2025,Sandwich breads,Bread and Bakery,R004,41.3,61.1,Cold,MLK Day,0,5.88,78,42,40,120
1/20/2025,Pitas and flatbreads,Bread and Bakery,R003,41.3,61.1,Cold,MLK Day,0,3.52,81,159,40,120
1/20/2025,Cookies and bakery snacks,Bread and Bakery,R005,41.3,61.1,Cold,MLK Day,0,3.48,85,130,40,120
1/20/2025,Baguettes and french breads,Bread and Bakery,R004,41.3,61.1,Cold,MLK Day,0,3.95,74,46,40,120
1/20/2025,Butter,"Dairy, eggs and cheese",R001,41.3,61.1,Cold,MLK Day,0,7.85,120,180,50,150
1/20/2025,Cheese - american,"Dairy, eggs and cheese",R002,41.3,61.1,Cold,MLK Day,0,5.62,102,198,50,150
1/20/2025,Cheese - cheddar,"Dairy, eggs and cheese",R001,41.3,61.1,Cold,MLK Day,0,7.83,129,171,50,150
1/20/2025,Cheese - mozerella,"Dairy, eggs and cheese",R005,41.3,61.1,Cold,MLK Day,0.1,6.36,121,179,50,150
1/20/2025,Milk and cream,"Dairy, eggs and cheese",R003,41.3,61.1,Cold,MLK Day,0,7.32,110,190,50,150
1/20/2025,Yogurt and pudding,"Dairy, eggs and cheese",R001,41.3,61.1,Cold,MLK Day,0,4.64,111,189,50,150
1/20/2025,Eggs,"Dairy, eggs and cheese",R005,41.3,61.1,Cold,MLK Day,0,4.85,102,198,50,150
1/20/2025,Strawberry,Fruits - Berries,R004,41.3,61.1,Cold,MLK Day,0,4.89,38,106,30,90
1/20/2025,Blueberry,Fruits - Berries,R004,41.3,61.1,Cold,MLK Day,0.16,3.85,48,45,30,90
1/20/2025,Raspberries,Fruits - Berries,R002,41.3,61.1,Cold,MLK Day,0,5.37,37,78,30,90
1/20/2025,Pineapple,Fruits - All weather,R003,41.3,61.1,Cold,MLK Day,0,1.02,84,96,60,180
1/20/2025,Banana,Fruits - All weather,R004,41.3,61.1,Cold,MLK Day,0,1.17,111,69,60,180
1/20/2025,Apples,Fruits - All weather,R003,41.3,61.1,Cold,MLK Day,0,0.93,92,180,60,180
1/20/2025,Watermelon,Fruits - Melons,R003,41.3,61.1,Cold,MLK Day,0,1.17,26,33,25,75
1/20/2025,Canteloupe,Fruits - Melons,R002,41.3,61.1,Cold,MLK Day,0,1.76,20,37,25,75
1/20/2025,Oranges,Fruits - Citrus,R005,41.3,61.1,Cold,MLK Day,0,0.78,64,68,50,150
1/20/2025,Lemon,Fruits - Citrus,R001,41.3,61.1,Cold,MLK Day,0,1.11,63,123,50,150
1/20/2025,Mango,Fruits - Tropical Fruits,R004,41.3,61.1,Cold,MLK Day,0,2.94,41,137,35,105
1/20/2025,Kiwi,Fruits - Tropical Fruits,R001,41.3,61.1,Cold,MLK Day,0,2.18,46,81,35,105
1/20/2025,Coconut,Fruits - Tropical Fruits,R002,41.3,61.1,Cold,MLK Day,0,2.61,36,105,35,105
1/20/2025,Cherries,Fruits - Seasonal,R004,41.3,61.1,Cold,MLK Day,0,3.1,20,41,20,60
1/20/2025,Peach,Fruits - Seasonal,R001,41.3,61.1,Cold,MLK Day,0,3.45,15,26,20,60
1/20/2025,Onion,Vegetables,R003,41.3,61.1,Cold,MLK Day,0,2.19,133,227,60,180
1/20/2025,Tomatoes,Vegetables,R005,41.3,61.1,Cold,MLK Day,0,2.61,115,65,60,180
1/20/2025,Carrots,Vegetables,R003,41.3,61.1,Cold,MLK Day,0.22,2.03,164,73,60,180
1/20/2025,Cabbage,Vegetables,R002,41.3,61.1,Cold,MLK Day,0,1.89,118,62,60,180
1/20/2025,Broccoli & Cauliflower,Vegetables,R004,41.3,61.1,Cold,MLK Day,0,1.4,115,180,60,180
1/20/2025,Potatoes & Yams,Vegetables,R003,41.3,61.1,Cold,MLK Day,0,1.49,134,226,60,180
1/20/2025,Cucumbers,Vegetables,R002,41.3,61.1,Cold,MLK Day,0,0.85,129,231,60,180
1/20/2025,Peppers,Vegetables,R004,41.3,61.1,Cold,MLK Day,0.13,2.16,163,207,60,180
1/20/2025,Herbs,Vegetables,R005,41.3,61.1,Cold,MLK Day,0,1.72,126,180,60,180
1/20/2025,Lettuce and Greens,Vegetables,R004,41.3,61.1,Cold,MLK Day,0,2.7,90,180,60,180
1/20/2025,Corn,Vegetables,R002,41.3,61.1,Cold,MLK Day,0,1.31,124,116,60,180
1/20/2025,Beef,Meat,R001,41.3,61.1,Cold,MLK Day,0,5.85,60,120,40,120
1/20/2025,Chicken,Meat,R002,41.3,61.1,Cold,MLK Day,0,9.66,71,133,40,120
1/20/2025,Turkey,Meat,R004,41.3,61.1,Cold,MLK Day,0,10.29,63,120,40,120
1/20/2025,Lamb,Meat,R001,41.3,61.1,Cold,MLK Day,0,7.4,60,154,40,120
1/20/2025,Pork,Meat,R003,41.3,61.1,Cold,MLK Day,0,14.93,68,52,40,120
1/20/2025,Shrimp,Seafood,R001,41.3,61.1,Cold,MLK Day,0,8.21,36,45,25,75
1/20/2025,Prawns,Seafood,R004,41.3,61.1,Cold,MLK Day,0.06,12.11,42,42,25,75
1/20/2025,Lobster,Seafood,R001,41.3,61.1,Cold,MLK Day,0,23.23,34,46,25,75
1/20/2025,Crabs,Seafood,R003,41.3,61.1,Cold,MLK Day,0,18.96,31,44,25,75
1/20/2025,Salmon,Seafood,R004,41.3,61.1,Cold,MLK Day,0,14.93,37,38,25,75
1/20/2025,Cod,Seafood,R004,41.3,61.1,Cold,MLK Day,0.23,15,38,81,25,75
1/20/2025,Icecream,Frozen,R004,41.3,61.1,Cold,MLK Day,0,5.44,40,170,50,150
1/20/2025,Appetizers,Frozen,R004,41.3,61.1,Cold,MLK Day,0,4.17,39,51,50,150
1/20/2025,Fruits and Berries,Frozen,R002,41.3,61.1,Cold,MLK Day,0,5.66,39,72,50,150
1/20/2025,Meals and Sides,Frozen,R002,41.3,61.1,Cold,MLK Day,0,7.32,40,138,50,150
1/20/2025,Pizza,Frozen,R004,41.3,61.1,Cold,MLK Day,0,8.71,47,174,50,150
1/20/2025,Juices,Frozen,R001,41.3,61.1,Cold,MLK Day,0,8.98,46,157,50,150
1/20/2025,Desserts and Dough,Frozen,R005,41.3,61.1,Cold,MLK Day,0,4.15,42,137,50,150
1/20/2025,Popsicles,Frozen,R003,41.3,61.1,Cold,MLK Day,0,6.13,47,163,50,150
1/21/2025,Cocoa & Hot chocolate,Hot Beverages,R005,44.6,66.8,Sunny,,0,9.15,51,150,50,150
1/21/2025,Coffee,Hot Beverages,R001,44.6,66.8,Sunny,,0,9.85,52,190,50,150
1/21/2025,Tea,Hot Beverages,R002,44.6,66.8,Sunny,,0,11.64,62,123,50,150
1/21/2025,Coconut water,Cold Beverages,R005,44.6,66.8,Sunny,,0,1.84,73,159,80,240
1/21/2025,Juice and smoothies,Cold Beverages,R005,44.6,66.8,Sunny,,0,3.11,67,146,80,240
1/21/2025,Soft drinks,Cold Beverages,R004,44.6,66.8,Sunny,,0,3.72,63,310,80,240
1/21/2025,Sports drinks,Cold Beverages,R003,44.6,66.8,Sunny,,0,2.69,78,81,80,240
1/21/2025,Water,Hydration,R004,44.6,66.8,Sunny,,0,1.54,58,101,100,300
1/21/2025,Sparkling water,Hydration,R005,44.6,66.8,Sunny,,0,1.73,64,115,100,300
1/21/2025,"Breakfast, syrup and cereal",Pantry,R004,44.6,66.8,Sunny,,0,5.05,56,90,60,180
1/21/2025,Condiments and spice,Pantry,R001,44.6,66.8,Sunny,,0,3.34,62,144,60,180
1/21/2025,"Grains, pasta",Pantry,R002,44.6,66.8,Sunny,,0,3.87,56,171,60,180
1/21/2025,Soups,Canned Goods,R003,44.6,66.8,Sunny,,0.21,2.71,68,111,70,210
1/21/2025,Vegetables,Canned Goods,R005,44.6,66.8,Sunny,,0.25,1.57,65,99,70,210
1/21/2025,Fruits,Canned Goods,R005,44.6,66.8,Sunny,,0,2.63,52,191,70,210
1/21/2025,Bagels and Muffins,Bread and Bakery,R002,44.6,66.8,Sunny,,0,3.46,42,120,40,120
1/21/2025,Sandwich breads,Bread and Bakery,R002,44.6,66.8,Sunny,,0,5.88,42,120,40,120
1/21/2025,Pitas and flatbreads,Bread and Bakery,R001,44.6,66.8,Sunny,,0,3.52,69,90,40,120
1/21/2025,Cookies and bakery snacks,Bread and Bakery,R002,44.6,66.8,Sunny,,0,3.48,70,60,40,120
1/21/2025,Baguettes and french breads,Bread and Bakery,R004,44.6,66.8,Sunny,,0,3.95,46,120,40,120
1/21/2025,Butter,"Dairy, eggs and cheese",R002,44.6,66.8,Sunny,,0,7.85,75,105,50,150
1/21/2025,Cheese - american,"Dairy, eggs and cheese",R005,44.6,66.8,Sunny,,0,5.62,69,129,50,150
1/21/2025,Cheese - cheddar,"Dairy, eggs and cheese",R003,44.6,66.8,Sunny,,0,7.83,61,110,50,150
1/21/2025,Cheese - mozerella,"Dairy, eggs and cheese",R001,44.6,66.8,Sunny,,0,6.36,75,104,50,150
1/21/2025,Milk and cream,"Dairy, eggs and cheese",R003,44.6,66.8,Sunny,,0,7.32,81,109,50,150
1/21/2025,Yogurt and pudding,"Dairy, eggs and cheese",R005,44.6,66.8,Sunny,,0,4.64,80,109,50,150
1/21/2025,Eggs,"Dairy, eggs and cheese",R002,44.6,66.8,Sunny,,0,4.85,79,119,50,150
1/21/2025,Strawberry,Fruits - Berries,R004,44.6,66.8,Sunny,,0,4.89,51,55,30,90
1/21/2025,Blueberry,Fruits - Berries,R002,44.6,66.8,Sunny,,0,3.85,45,90,30,90
1/21/2025,Raspberries,Fruits - Berries,R001,44.6,66.8,Sunny,,0,5.37,55,113,30,90
1/21/2025,Pineapple,Fruits - All weather,R001,44.6,66.8,Sunny,,0.17,1.02,96,180,60,180
1/21/2025,Banana,Fruits - All weather,R001,44.6,66.8,Sunny,,0,1.17,69,180,60,180
1/21/2025,Apples,Fruits - All weather,R005,44.6,66.8,Sunny,,0,0.93,76,104,60,180
1/21/2025,Watermelon,Fruits - Melons,R002,44.6,66.8,Sunny,,0,1.17,31,77,25,75
1/21/2025,Canteloupe,Fruits - Melons,R002,44.6,66.8,Sunny,,0,1.76,26,86,25,75
1/21/2025,Oranges,Fruits - Citrus,R003,44.6,66.8,Sunny,,0,0.78,45,173,50,150
1/21/2025,Lemon,Fruits - Citrus,R002,44.6,66.8,Sunny,,0.08,1.11,60,63,50,150
1/21/2025,Mango,Fruits - Tropical Fruits,R005,44.6,66.8,Sunny,,0,2.94,37,100,35,105
1/21/2025,Kiwi,Fruits - Tropical Fruits,R001,44.6,66.8,Sunny,,0,2.18,36,45,35,105
1/21/2025,Coconut,Fruits - Tropical Fruits,R004,44.6,66.8,Sunny,,0,2.61,35,70,35,105
1/21/2025,Cherries,Fruits - Seasonal,R003,44.6,66.8,Sunny,,0,3.1,28,73,20,60
1/21/2025,Peach,Fruits - Seasonal,R002,44.6,66.8,Sunny,,0,3.45,26,60,20,60
1/21/2025,Onion,Vegetables,R004,44.6,66.8,Sunny,,0,2.19,102,125,60,180
1/21/2025,Tomatoes,Vegetables,R004,44.6,66.8,Sunny,,0,2.61,65,180,60,180
1/21/2025,Carrots,Vegetables,R002,44.6,66.8,Sunny,,0,2.03,73,180,60,180
1/21/2025,Cabbage,Vegetables,R005,44.6,66.8,Sunny,,0,1.89,62,180,60,180
1/21/2025,Broccoli & Cauliflower,Vegetables,R005,44.6,66.8,Sunny,,0,1.4,98,82,60,180
1/21/2025,Potatoes & Yams,Vegetables,R002,44.6,66.8,Sunny,,0,1.49,102,124,60,180
1/21/2025,Cucumbers,Vegetables,R002,44.6,66.8,Sunny,,0,0.85,105,126,60,180
1/21/2025,Peppers,Vegetables,R003,44.6,66.8,Sunny,,0,2.16,91,116,60,180
1/21/2025,Herbs,Vegetables,R001,44.6,66.8,Sunny,,0,1.72,100,80,60,180
1/21/2025,Lettuce and Greens,Vegetables,R005,44.6,66.8,Sunny,,0,2.7,109,71,60,180
1/21/2025,Corn,Vegetables,R005,44.6,66.8,Sunny,,0,1.31,113,183,60,180
1/21/2025,Beef,Meat,R005,44.6,66.8,Sunny,,0.17,5.85,90,150,40,120
1/21/2025,Chicken,Meat,R005,44.6,66.8,Sunny,,0,9.66,70,63,40,120
1/21/2025,Turkey,Meat,R004,44.6,66.8,Sunny,,0,10.29,73,47,40,120
1/21/2025,Lamb,Meat,R001,44.6,66.8,Sunny,,0,7.4,72,82,40,120
1/21/2025,Pork,Meat,R003,44.6,66.8,Sunny,,0,14.93,52,120,40,120
1/21/2025,Shrimp,Seafood,R001,44.6,66.8,Sunny,,0,8.21,33,87,25,75
1/21/2025,Prawns,Seafood,R003,44.6,66.8,Sunny,,0,12.11,35,82,25,75
1/21/2025,Lobster,Seafood,R003,44.6,66.8,Sunny,,0,23.23,32,89,25,75
1/21/2025,Crabs,Seafood,R001,44.6,66.8,Sunny,,0,18.96,33,86,25,75
1/21/2025,Salmon,Seafood,R001,44.6,66.8,Sunny,,0,14.93,37,76,25,75
1/21/2025,Cod,Seafood,R001,44.6,66.8,Sunny,,0,15,38,43,25,75
1/21/2025,Icecream,Frozen,R004,44.6,66.8,Sunny,,0,5.44,56,114,50,150
1/21/2025,Appetizers,Frozen,R004,44.6,66.8,Sunny,,0,4.17,51,150,50,150
1/21/2025,Fruits and Berries,Frozen,R004,44.6,66.8,Sunny,,0,5.66,65,157,50,150
1/21/2025,Meals and Sides,Frozen,R004,44.6,66.8,Sunny,,0,7.32,69,69,50,150
1/21/2025,Pizza,Frozen,R004,44.6,66.8,Sunny,,0,8.71,60,114,50,150
1/21/2025,Juices,Frozen,R005,44.6,66.8,Sunny,,0,8.98,56,101,50,150
1/21/2025,Desserts and Dough,Frozen,R002,44.6,66.8,Sunny,,0,4.15,55,82,50,150
1/21/2025,Popsicles,Frozen,R001,44.6,66.8,Sunny,,0,6.13,54,109,50,150
1/22/2025,Cocoa & Hot chocolate,Hot Beverages,R001,44.1,67,Rainy,,0,9.15,96,54,50,150
1/22/2025,Coffee,Hot Beverages,R003,44.1,67,Rainy,,0,9.85,77,113,50,150
1/22/2025,Tea,Hot Beverages,R001,44.1,67,Rainy,,0,11.64,96,177,50,150
1/22/2025,Coconut water,Cold Beverages,R004,44.1,67,Rainy,,0.08,1.84,72,87,80,240
1/22/2025,Juice and smoothies,Cold Beverages,R001,44.1,67,Rainy,,0,3.11,66,320,80,240
1/22/2025,Soft drinks,Cold Beverages,R001,44.1,67,Rainy,,0,3.72,69,241,80,240
1/22/2025,Sports drinks,Cold Beverages,R005,44.1,67,Rainy,,0,2.69,66,255,80,240
1/22/2025,Water,Hydration,R001,44.1,67,Rainy,,0,1.54,73,328,100,300
1/22/2025,Sparkling water,Hydration,R002,44.1,67,Rainy,,0,1.73,77,338,100,300
1/22/2025,"Breakfast, syrup and cereal",Pantry,R004,44.1,67,Rainy,,0,5.05,78,192,60,180
1/22/2025,Condiments and spice,Pantry,R001,44.1,67,Rainy,,0,3.34,79,65,60,180
1/22/2025,"Grains, pasta",Pantry,R002,44.1,67,Rainy,,0,3.87,81,90,60,180
1/22/2025,Soups,Canned Goods,R005,44.1,67,Rainy,,0,2.71,78,243,70,210
1/22/2025,Vegetables,Canned Goods,R005,44.1,67,Rainy,,0,1.57,74,235,70,210
1/22/2025,Fruits,Canned Goods,R003,44.1,67,Rainy,,0,2.63,83,108,70,210
1/22/2025,Bagels and Muffins,Bread and Bakery,R001,44.1,67,Rainy,,0,3.46,99,141,40,120
1/22/2025,Sandwich breads,Bread and Bakery,R004,44.1,67,Rainy,,0.16,5.88,102,138,40,120
1/22/2025,Pitas and flatbreads,Bread and Bakery,R003,44.1,67,Rainy,,0,3.52,90,120,40,120
1/22/2025,Cookies and bakery snacks,Bread and Bakery,R005,44.1,67,Rainy,,0.07,3.48,60,120,40,120
1/22/2025,Baguettes and french breads,Bread and Bakery,R001,44.1,67,Rainy,,0,3.95,87,153,40,120
1/22/2025,Butter,"Dairy, eggs and cheese",R003,44.1,67,Rainy,,0.08,7.85,82,173,50,150
1/22/2025,Cheese - american,"Dairy, eggs and cheese",R004,44.1,67,Rainy,,0,5.62,71,58,50,150
1/22/2025,Cheese - cheddar,"Dairy, eggs and cheese",R003,44.1,67,Rainy,,0,7.83,71,189,50,150
1/22/2025,Cheese - mozerella,"Dairy, eggs and cheese",R004,44.1,67,Rainy,,0,6.36,64,190,50,150
1/22/2025,Milk and cream,"Dairy, eggs and cheese",R003,44.1,67,Rainy,,0,7.32,67,192,50,150
1/22/2025,Yogurt and pudding,"Dairy, eggs and cheese",R005,44.1,67,Rainy,,0,4.64,75,184,50,150
1/22/2025,Eggs,"Dairy, eggs and cheese",R003,44.1,67,Rainy,,0,4.85,84,185,50,150
1/22/2025,Strawberry,Fruits - Berries,R003,44.1,67,Rainy,,0,4.89,38,107,30,90
1/22/2025,Blueberry,Fruits - Berries,R001,44.1,67,Rainy,,0,3.85,37,53,30,90
1/22/2025,Raspberries,Fruits - Berries,R004,44.1,67,Rainy,,0,5.37,45,68,30,90
1/22/2025,Pineapple,Fruits - All weather,R003,44.1,67,Rainy,,0,1.02,72,108,60,180
1/22/2025,Banana,Fruits - All weather,R002,44.1,67,Rainy,,0,1.17,69,111,60,180
1/22/2025,Apples,Fruits - All weather,R001,44.1,67,Rainy,,0,0.93,74,210,60,180
1/22/2025,Watermelon,Fruits - Melons,R003,44.1,67,Rainy,,0,1.17,28,49,25,75
1/22/2025,Canteloupe,Fruits - Melons,R004,44.1,67,Rainy,,0,1.76,25,61,25,75
1/22/2025,Oranges,Fruits - Citrus,R005,44.1,67,Rainy,,0,0.78,49,124,50,150
1/22/2025,Lemon,Fruits - Citrus,R001,44.1,67,Rainy,,0,1.11,53,160,50,150
1/22/2025,Mango,Fruits - Tropical Fruits,R005,44.1,67,Rainy,,0,2.94,31,69,35,105
1/22/2025,Kiwi,Fruits - Tropical Fruits,R005,44.1,67,Rainy,,0,2.18,35,115,35,105
1/22/2025,Coconut,Fruits - Tropical Fruits,R004,44.1,67,Rainy,,0,2.61,36,139,35,105
1/22/2025,Cherries,Fruits - Seasonal,R002,44.1,67,Rainy,,0,3.1,24,49,20,60
1/22/2025,Peach,Fruits - Seasonal,R001,44.1,67,Rainy,,0,3.45,25,35,20,60
1/22/2025,Onion,Vegetables,R001,44.1,67,Rainy,,0,2.19,91,214,60,180
1/22/2025,Tomatoes,Vegetables,R005,44.1,67,Rainy,,0,2.61,84,96,60,180
1/22/2025,Carrots,Vegetables,R005,44.1,67,Rainy,,0,2.03,100,80,60,180
1/22/2025,Cabbage,Vegetables,R004,44.1,67,Rainy,,0,1.89,98,82,60,180
