ds,product,category,retailer_id,temperature_f,humidity_pct,weather_condition,holiday,discount_pct,unit_price,sales_volume,stock_quantity,reorder_level,reorder_quantity
2024-01-17,Sandwich breads,Bread and Bakery,R005,48.5,86.9,Snow,,0.06,4.3,108,143,40,120
2024-01-17,Pitas and flatbreads,Bread and Bakery,R003,48.5,86.9,Snow,,0.0,5.84,73,82,40,120
2024-01-17,Cookies and bakery snacks,Bread and Bakery,R002,48.5,86.9,Snow,,0.0,5.08,86,154,40,120
2024-01-17,Baguettes and french breads,Bread and Bakery,R005,48.5,86.9,Snow,,0.0,4.04,92,42,40,120
2024-01-17,Butter,"Dairy, eggs and cheese",R005,48.5,86.9,Snow,,0.0,3.82,99,51,50,150
2024-01-17,Cheese - american,"Dairy, eggs and cheese",R004,48.5,86.9,Snow,,0.0,7.71,109,191,50,150
2024-01-17,Cheese - cheddar,"Dairy, eggs and cheese",R002,48.5,86.9,Snow,,0.0,2.5,51,150,50,150
2024-01-17,Cheese - mozerella,"Dairy, eggs and cheese",R001,48.5,86.9,Snow,,0.0,6.55,55,150,50,150
2024-01-17,Milk and cream,"Dairy, eggs and cheese",R001,48.5,86.9,Snow,,0.0,7.05,60,150,50,150
2024-01-17,Yogurt and pudding,"Dairy, eggs and cheese",R004,48.5,86.9,Snow,,0.0,2.94,96,54,50,150
2024-01-17,Eggs,"Dairy, eggs and cheese",R005,48.5,86.9,Snow,,0.0,3.95,88,80,50,150
2024-01-17,Strawberry,Fruits - Berries,R001,48.5,86.9,Snow,,0.0,3.91,27,45,30,90
2024-01-17,Blueberry,Fruits - Berries,R003,48.5,86.9,Snow,,0.0,4.62,33,107,30,90
2024-01-17,Raspberries,Fruits - Berries,R003,48.5,86.9,Snow,,0.0,4.09,35,119,30,90
2024-01-17,Pineapple,Fruits - All weather,R004,48.5,86.9,Snow,,0.0,1.38,82,147,60,180
2024-01-17,Banana,Fruits - All weather,R001,48.5,86.9,Snow,,0.0,1.41,75,81,60,180
2024-01-17,Apples,Fruits - All weather,R001,48.5,86.9,Snow,,0.0,0.81,80,113,60,180
2024-01-17,Watermelon,Fruits - Melons,R003,48.5,86.9,Snow,,0.0,1.85,19,50,25,75
2024-01-17,Canteloupe,Fruits - Melons,R002,48.5,86.9,Snow,,0.0,0.78,17,73,25,75
2024-01-17,Oranges,Fruits - Citrus,R002,48.5,86.9,Snow,,0.0,0.57,46,169,50,150
2024-01-17,Lemon,Fruits - Citrus,R003,48.5,86.9,Snow,,0.0,1.02,48,165,50,150
2024-01-17,Mango,Fruits - Tropical Fruits,R001,48.5,86.9,Snow,,0.0,3.49,29,114,35,105
2024-01-17,Kiwi,Fruits - Tropical Fruits,R001,48.5,86.9,Snow,,0.2,3.54,44,43,35,105
2024-01-17,Coconut,Fruits - Tropical Fruits,R003,48.5,86.9,Snow,,0.0,3.97,32,58,35,105
2024-01-17,Cherries,Fruits - Seasonal,R003,48.5,86.9,Snow,,0.0,4.64,18,73,20,60
2024-01-17,Peach,Fruits - Seasonal,R004,48.5,86.9,Snow,,0.0,3.16,16,41,20,60
2024-01-17,Onion,Vegetables,R005,48.5,86.9,Snow,,0.0,2.35,102,78,60,180
2024-01-17,Tomatoes,Vegetables,R005,48.5,86.9,Snow,,0.0,2.8,97,83,60,180
2024-01-17,Carrots,Vegetables,R005,48.5,86.9,Snow,,0.0,0.72,108,72,60,180
2024-01-17,Cabbage,Vegetables,R005,48.5,86.9,Snow,,0.0,1.73,99,81,60,180
2024-01-17,Broccoli & Cauliflower,Vegetables,R002,48.5,86.9,Snow,,0.0,0.88,99,81,60,180
2024-01-17,Potatoes & Yams,Vegetables,R002,48.5,86.9,Snow,,0.0,0.85,102,78,60,180
2024-01-17,Cucumbers,Vegetables,R004,48.5,86.9,Snow,,0.0,1.69,94,180,60,180
2024-01-17,Peppers,Vegetables,R001,48.5,86.9,Snow,,0.0,2.17,83,180,60,180
2024-01-17,Herbs,Vegetables,R004,48.5,86.9,Snow,,0.0,2.92,94,180,60,180
2024-01-17,Lettuce and Greens,Vegetables,R003,48.5,86.9,Snow,,0.0,0.82,106,74,60,180
2024-01-17,Corn,Vegetables,R005,48.5,86.9,Snow,,0.0,1.75,88,239,60,180
2024-01-17,Beef,Meat,R005,48.5,86.9,Snow,,0.0,14.96,65,55,40,120
2024-01-17,Chicken,Meat,R004,48.5,86.9,Snow,,0.0,12.64,57,120,40,120
2024-01-17,Turkey,Meat,R003,48.5,86.9,Snow,,0.0,10.31,67,121,40,120
2024-01-17,Lamb,Meat,R004,48.5,86.9,Snow,,0.0,7.42,52,120,40,120
2024-01-17,Pork,Meat,R005,48.5,86.9,Snow,,0.0,11.3,48,120,40,120
2024-01-17,Shrimp,Seafood,R004,48.5,86.9,Snow,,0.0,11.69,26,26,25,75
2024-01-17,Prawns,Seafood,R005,48.5,86.9,Snow,,0.0,18.58,27,33,25,75
2024-01-17,Lobster,Seafood,R003,48.5,86.9,Snow,,0.0,18.67,28,26,25,75
2024-01-17,Crabs,Seafood,R004,48.5,86.9,Snow,,0.0,14.03,25,76,25,75
2024-01-17,Salmon,Seafood,R001,48.5,86.9,Snow,,0.0,21.3,22,34,25,75
2024-01-17,Cod,Seafood,R004,48.5,86.9,Snow,,0.0,14.25,28,45,25,75
2024-01-17,Icecream,Frozen,R004,48.5,86.9,Snow,,0.0,5.8,34,63,50,150
2024-01-17,Appetizers,Frozen,R005,48.5,86.9,Snow,,0.0,7.98,35,153,50,150
2024-01-17,Fruits and Berries,Frozen,R002,48.5,86.9,Snow,,0.0,4.49,35,137,50,150
2024-01-17,Meals and Sides,Frozen,R005,48.5,86.9,Snow,,0.0,4.1,43,59,50,150
2024-01-17,Pizza,Frozen,R001,48.5,86.9,Snow,,0.0,6.44,35,89,50,150
2024-01-17,Juices,Frozen,R005,48.5,86.9,Snow,,0.0,5.6,36,169,50,150
2024-01-17,Desserts and Dough,Frozen,R003,48.5,86.9,Snow,,0.0,8.23,37,200,50,150
2024-01-17,Popsicles,Frozen,R005,48.5,86.9,Snow,,0.0,4.48,34,75,50,150
2024-01-18,Cocoa & Hot chocolate,Hot Beverages,R005,36.0,86.3,Sunny,,0.0,10.69,57,123,50,150
2024-01-18,Coffee,Hot Beverages,R003,36.0,86.3,Sunny,,0.0,11.71,53,97,50,150
2024-01-18,Tea,Hot Beverages,R004,36.0,86.3,Sunny,,0.0,6.45,59,91,50,150
2024-01-18,Coconut water,Cold Beverages,R005,36.0,86.3,Sunny,,0.0,3.99,65,137,80,240
2024-01-18,Juice and smoothies,Cold Beverages,R004,36.0,86.3,Sunny,,0.0,1.98,73,89,80,240
2024-01-18,Soft drinks,Cold Beverages,R005,36.0,86.3,Sunny,,0.0,3.17,73,252,80,240
2024-01-18,Sports drinks,Cold Beverages,R002,36.0,86.3,Sunny,,0.0,1.72,69,126,80,240
2024-01-18,Water,Hydration,R002,36.0,86.3,Sunny,,0.18,2.13,82,138,100,300
2024-01-18,Sparkling water,Hydration,R003,36.0,86.3,Sunny,,0.0,1.22,62,145,100,300
2024-01-18,"Breakfast, syrup and cereal",Pantry,R002,36.0,86.3,Sunny,,0.0,5.52,50,240,60,180
2024-01-18,Condiments and spice,Pantry,R005,36.0,86.3,Sunny,,0.0,5.61,57,215,60,180
2024-01-18,"Grains, pasta",Pantry,R005,36.0,86.3,Sunny,,0.09,5.82,71,217,60,180
2024-01-18,Soups,Canned Goods,R003,36.0,86.3,Sunny,,0.0,1.82,49,124,70,210
2024-01-18,Vegetables,Canned Goods,R004,36.0,86.3,Sunny,,0.0,2.71,55,232,70,210
2024-01-18,Fruits,Canned Goods,R002,36.0,86.3,Sunny,,0.0,2.96,53,210,70,210
2024-01-18,Bagels and Muffins,Bread and Bakery,R001,36.0,86.3,Sunny,,0.0,2.89,41,120,40,120
2024-01-18,Sandwich breads,Bread and Bakery,R001,36.0,86.3,Sunny,,0.0,4.3,64,79,40,120
2024-01-18,Pitas and flatbreads,Bread and Bakery,R001,36.0,86.3,Sunny,,0.0,5.84,73,129,40,120
2024-01-18,Cookies and bakery snacks,Bread and Bakery,R005,36.0,86.3,Sunny,,0.0,5.08,59,95,40,120
2024-01-18,Baguettes and french breads,Bread and Bakery,R005,36.0,86.3,Sunny,,0.0,4.04,42,120,40,120
2024-01-18,Butter,"Dairy, eggs and cheese",R004,36.0,86.3,Sunny,,0.0,3.82,51,150,50,150
2024-01-18,Cheese - american,"Dairy, eggs and cheese",R003,36.0,86.3,Sunny,,0.0,7.71,71,120,50,150
2024-01-18,Cheese - cheddar,"Dairy, eggs and cheese",R002,36.0,86.3,Sunny,,0.0,2.5,63,87,50,150
2024-01-18,Cheese - mozerella,"Dairy, eggs and cheese",R003,36.0,86.3,Sunny,,0.0,6.55,69,81,50,150
2024-01-18,Milk and cream,"Dairy, eggs and cheese",R001,36.0,86.3,Sunny,,0.0,7.05,70,80,50,150
2024-01-18,Yogurt and pudding,"Dairy, eggs and cheese",R002,36.0,86.3,Sunny,,0.0,2.94,54,150,50,150
2024-01-18,Eggs,"Dairy, eggs and cheese",R003,36.0,86.3,Sunny,,0.0,3.95,77,153,50,150
2024-01-18,Strawberry,Fruits - Berries,R001,36.0,86.3,Sunny,,0.0,3.91,45,90,30,90
2024-01-18,Blueberry,Fruits - Berries,R004,36.0,86.3,Sunny,,0.0,4.62,56,51,30,90
2024-01-18,Raspberries,Fruits - Berries,R003,36.0,86.3,Sunny,,0.0,4.09,47,72,30,90
2024-01-18,Pineapple,Fruits - All weather,R002,36.0,86.3,Sunny,,0.0,1.38,75,72,60,180
2024-01-18,Banana,Fruits - All weather,R004,36.0,86.3,Sunny,,0.0,1.41,81,180,60,180
2024-01-18,Apples,Fruits - All weather,R002,36.0,86.3,Sunny,,0.0,0.81,83,210,60,180
2024-01-18,Watermelon,Fruits - Melons,R005,36.0,86.3,Sunny,,0.0,1.85,29,96,25,75
2024-01-18,Canteloupe,Fruits - Melons,R001,36.0,86.3,Sunny,,0.0,0.78,26,47,25,75
2024-01-18,Oranges,Fruits - Citrus,R001,36.0,86.3,Sunny,,0.0,0.57,45,124,50,150
2024-01-18,Lemon,Fruits - Citrus,R002,36.0,86.3,Sunny,,0.0,1.02,54,111,50,150
2024-01-18,Mango,Fruits - Tropical Fruits,R001,36.0,86.3,Sunny,,0.0,3.49,34,80,35,105
2024-01-18,Kiwi,Fruits - Tropical Fruits,R003,36.0,86.3,Sunny,,0.0,3.54,30,118,35,105
2024-01-18,Coconut,Fruits - Tropical Fruits,R004,36.0,86.3,Sunny,,0.0,3.97,36,127,35,105
2024-01-18,Cherries,Fruits - Seasonal,R004,36.0,86.3,Sunny,,0.0,4.64,33,40,20,60
2024-01-18,Peach,Fruits - Seasonal,R004,36.0,86.3,Sunny,,0.0,3.16,33,68,20,60
2024-01-18,Onion,Vegetables,R002,36.0,86.3,Sunny,,0.0,2.35,78,180,60,180
2024-01-18,Tomatoes,Vegetables,R004,36.0,86.3,Sunny,,0.0,2.8,83,180,60,180
2024-01-18,Carrots,Vegetables,R003,36.0,86.3,Sunny,,0.0,0.72,72,180,60,180
2024-01-18,Cabbage,Vegetables,R001,36.0,86.3,Sunny,,0.0,1.73,81,180,60,180
2024-01-18,Broccoli & Cauliflower,Vegetables,R001,36.0,86.3,Sunny,,0.0,0.88,81,180,60,180
2024-01-18,Potatoes & Yams,Vegetables,R001,36.0,86.3,Sunny,,0.0,0.85,78,180,60,180
2024-01-18,Cucumbers,Vegetables,R002,36.0,86.3,Sunny,,0.0,1.69,96,84,60,180
2024-01-18,Peppers,Vegetables,R003,36.0,86.3,Sunny,,0.0,2.17,102,78,60,180
2024-01-18,Herbs,Vegetables,R002,36.0,86.3,Sunny,,0.0,2.92,104,76,60,180
2024-01-18,Lettuce and Greens,Vegetables,R003,36.0,86.3,Sunny,,0.0,0.82,74,180,60,180
2024-01-18,Corn,Vegetables,R004,36.0,86.3,Sunny,,0.0,1.75,90,149,60,180
2024-01-18,Beef,Meat,R004,36.0,86.3,Sunny,,0.0,14.96,55,120,40,120
2024-01-18,Chicken,Meat,R003,36.0,86.3,Sunny,,0.0,12.64,80,160,40,120
2024-01-18,Turkey,Meat,R002,36.0,86.3,Sunny,,0.17,10.31,103,138,40,120
2024-01-18,Lamb,Meat,R001,36.0,86.3,Sunny,,0.0,7.42,63,57,40,120
2024-01-18,Pork,Meat,R001,36.0,86.3,Sunny,,0.22,11.3,91,149,40,120
2024-01-18,Shrimp,Seafood,R002,36.0,86.3,Sunny,,0.0,11.69,26,75,25,75
2024-01-18,Prawns,Seafood,R003,36.0,86.3,Sunny,,0.0,18.58,33,75,25,75
2024-01-18,Lobster,Seafood,R004,36.0,86.3,Sunny,,0.0,18.67,26,75,25,75
2024-01-18,Crabs,Seafood,R002,36.0,86.3,Sunny,,0.0,14.03,41,35,25,75
2024-01-18,Salmon,Seafood,R002,36.0,86.3,Sunny,,0.0,21.3,34,75,25,75
2024-01-18,Cod,Seafood,R005,36.0,86.3,Sunny,,0.0,14.25,45,75,25,75
2024-01-18,Icecream,Frozen,R004,36.0,86.3,Sunny,,0.0,5.8,58,155,50,150
2024-01-18,Appetizers,Frozen,R002,36.0,86.3,Sunny,,0.0,7.98,53,100,50,150
2024-01-18,Fruits and Berries,Frozen,R003,36.0,86.3,Sunny,,0.0,4.49,62,75,50,150
2024-01-18,Meals and Sides,Frozen,R005,36.0,86.3,Sunny,,0.0,4.1,59,150,50,150
2024-01-18,Pizza,Frozen,R002,36.0,86.3,Sunny,,0.0,6.44,49,190,50,150
2024-01-18,Juices,Frozen,R003,36.0,86.3,Sunny,,0.0,5.6,59,110,50,150
2024-01-18,Desserts and Dough,Frozen,R004,36.0,86.3,Sunny,,0.0,8.23,54,146,50,150
2024-01-18,Popsicles,Frozen,R005,36.0,86.3,Sunny,,0.0,4.48,60,165,50,150
2024-01-19,Cocoa & Hot chocolate,Hot Beverages,R001,47.9,64.4,Rainy,,0.0,10.69,106,167,50,150
2024-01-19,Coffee,Hot Beverages,R005,47.9,64.4,Rainy,,0.0,11.71,97,150,50,150
2024-01-19,Tea,Hot Beverages,R005,47.9,64.4,Rainy,,0.0,6.45,91,150,50,150
2024-01-19,Coconut water,Cold Beverages,R003,47.9,64.4,Rainy,,0.0,3.99,84,293,80,240
2024-01-19,Juice and smoothies,Cold Beverages,R005,47.9,64.4,Rainy,,0.0,1.98,89,240,80,240
2024-01-19,Soft drinks,Cold Beverages,R005,47.9,64.4,Rainy,,0.0,3.17,81,171,80,240
2024-01-19,Sports drinks,Cold Beverages,R004,47.9,64.4,Rainy,,0.0,1.72,94,272,80,240
2024-01-19,Water,Hydration,R005,47.9,64.4,Rainy,,0.0,2.13,85,353,100,300
2024-01-19,Sparkling water,Hydration,R004,47.9,64.4,Rainy,,0.0,1.22,67,378,100,300
2024-01-19,"Breakfast, syrup and cereal",Pantry,R001,47.9,64.4,Rainy,,0.0,5.52,113,127,60,180
2024-01-19,Condiments and spice,Pantry,R003,47.9,64.4,Rainy,,0.0,5.61,91,124,60,180
2024-01-19,"Grains, pasta",Pantry,R003,47.9,64.4,Rainy,,0.0,5.82,108,109,60,180
2024-01-19,Soups,Canned Goods,R004,47.9,64.4,Rainy,,0.0,1.82,88,246,70,210
2024-01-19,Vegetables,Canned Goods,R002,47.9,64.4,Rainy,,0.0,2.71,84,148,70,210
2024-01-19,Fruits,Canned Goods,R005,47.9,64.4,Rainy,,0.0,2.96,86,124,70,210
2024-01-19,Bagels and Muffins,Bread and Bakery,R002,47.9,64.4,Rainy,,0.0,2.89,102,138,40,120
2024-01-19,Sandwich breads,Bread and Bakery,R003,47.9,64.4,Rainy,,0.0,4.3,79,120,40,120
2024-01-19,Pitas and flatbreads,Bread and Bakery,R002,47.9,64.4,Rainy,,0.0,5.84,118,131,40,120
2024-01-19,Cookies and bakery snacks,Bread and Bakery,R003,47.9,64.4,Rainy,,0.0,5.08,95,120,40,120
2024-01-19,Baguettes and french breads,Bread and Bakery,R002,47.9,64.4,Rainy,,0.0,4.04,107,133,40,120
2024-01-19,Butter,"Dairy, eggs and cheese",R003,47.9,64.4,Rainy,,0.0,3.82,82,68,50,150
2024-01-19,Cheese - american,"Dairy, eggs and cheese",R005,47.9,64.4,Rainy,,0.0,7.71,94,176,50,150
2024-01-19,Cheese - cheddar,"Dairy, eggs and cheese",R004,47.9,64.4,Rainy,,0.0,2.5,84,153,50,150
2024-01-19,Cheese - mozerella,"Dairy, eggs and cheese",R003,47.9,64.4,Rainy,,0.24,6.55,81,150,50,150
2024-01-19,Milk and cream,"Dairy, eggs and cheese",R002,47.9,64.4,Rainy,,0.0,7.05,80,150,50,150
2024-01-19,Yogurt and pudding,"Dairy, eggs and cheese",R001,47.9,64.4,Rainy,,0.0,2.94,85,65,50,150
2024-01-19,Eggs,"Dairy, eggs and cheese",R004,47.9,64.4,Rainy,,0.0,3.95,87,66,50,150
2024-01-19,Strawberry,Fruits - Berries,R001,47.9,64.4,Rainy,,0.0,3.91,51,39,30,90
2024-01-19,Blueberry,Fruits - Berries,R002,47.9,64.4,Rainy,,0.0,4.62,48,93,30,90
2024-01-19,Raspberries,Fruits - Berries,R003,47.9,64.4,Rainy,,0.0,4.09,53,109,30,90
2024-01-19,Pineapple,Fruits - All weather,R002,47.9,64.4,Rainy,,0.0,1.38,72,180,60,180
2024-01-19,Banana,Fruits - All weather,R005,47.9,64.4,Rainy,,0.0,1.41,96,84,60,180
2024-01-19,Apples,Fruits - All weather,R003,47.9,64.4,Rainy,,0.06,0.81,108,102,60,180
2024-01-19,Watermelon,Fruits - Melons,R002,47.9,64.4,Rainy,,0.1,1.85,37,59,25,75
2024-01-19,Canteloupe,Fruits - Melons,R003,47.9,64.4,Rainy,,0.0,0.78,35,87,25,75
2024-01-19,Oranges,Fruits - Citrus,R002,47.9,64.4,Rainy,,0.0,0.57,46,78,50,150
2024-01-19,Lemon,Fruits - Citrus,R003,47.9,64.4,Rainy,,0.23,1.02,79,182,50,150
2024-01-19,Mango,Fruits - Tropical Fruits,R003,47.9,64.4,Rainy,,0.0,3.49,43,37,35,105
2024-01-19,Kiwi,Fruits - Tropical Fruits,R002,47.9,64.4,Rainy,,0.0,3.54,39,79,35,105
2024-01-19,Coconut,Fruits - Tropical Fruits,R002,47.9,64.4,Rainy,,0.0,3.97,40,87,35,105
2024-01-19,Cherries,Fruits - Seasonal,R001,47.9,64.4,Rainy,,0.0,4.64,30,70,20,60
2024-01-19,Peach,Fruits - Seasonal,R005,47.9,64.4,Rainy,,0.0,3.16,34,34,20,60
2024-01-19,Onion,Vegetables,R003,47.9,64.4,Rainy,,0.0,2.35,113,67,60,180
2024-01-19,Tomatoes,Vegetables,R002,47.9,64.4,Rainy,,0.0,2.8,103,77,60,180
2024-01-19,Carrots,Vegetables,R003,47.9,64.4,Rainy,,0.0,0.72,125,235,60,180
2024-01-19,Cabbage,Vegetables,R003,47.9,64.4,Rainy,,0.0,1.73,107,73,60,180
2024-01-19,Broccoli & Cauliflower,Vegetables,R001,47.9,64.4,Rainy,,0.0,0.88,115,65,60,180
2024-01-19,Potatoes & Yams,Vegetables,R001,47.9,64.4,Rainy,,0.0,0.85,106,74,60,180
2024-01-19,Cucumbers,Vegetables,R004,47.9,64.4,Rainy,,0.0,1.69,84,180,60,180
2024-01-19,Peppers,Vegetables,R005,47.9,64.4,Rainy,,0.24,2.17,78,180,60,180
2024-01-19,Herbs,Vegetables,R001,47.9,64.4,Rainy,,0.0,2.92,76,180,60,180
2024-01-19,Lettuce and Greens,Vegetables,R002,47.9,64.4,Rainy,,0.0,0.82,86,94,60,180
2024-01-19,Corn,Vegetables,R005,47.9,64.4,Rainy,,0.0,1.75,104,225,60,180
2024-01-19,Beef,Meat,R002,47.9,64.4,Rainy,,0.0,14.96,72,48,40,120
2024-01-19,Chicken,Meat,R004,47.9,64.4,Rainy,,0.12,12.64,70,90,40,120
2024-01-19,Turkey,Meat,R001,47.9,64.4,Rainy,,0.0,10.31,55,83,40,120
2024-01-19,Lamb,Meat,R003,47.9,64.4,Rainy,,0.0,7.42,57,120,40,120
2024-01-19,Pork,Meat,R003,47.9,64.4,Rainy,,0.0,11.3,64,85,40,120
2024-01-19,Shrimp,Seafood,R001,47.9,64.4,Rainy,,0.19,11.69,47,28,25,75
2024-01-19,Prawns,Seafood,R001,47.9,64.4,Rainy,,0.0,18.58,34,41,25,75
2024-01-19,Lobster,Seafood,R004,47.9,64.4,Rainy,,0.15,18.67,40,35,25,75
2024-01-19,Crabs,Seafood,R002,47.9,64.4,Rainy,,0.0,14.03,35,75,25,75
2024-01-19,Salmon,Seafood,R003,47.9,64.4,Rainy,,0.0,21.3,37,38,25,75
2024-01-19,Cod,Seafood,R003,47.9,64.4,Rainy,,0.0,14.25,32,43,25,75
2024-01-19,Icecream,Frozen,R004,47.9,64.4,Rainy,,0.0,5.8,69,86,50,150
2024-01-19,Appetizers,Frozen,R002,47.9,64.4,Rainy,,0.0,7.98,71,179,50,150
2024-01-19,Fruits and Berries,Frozen,R003,47.9,64.4,Rainy,,0.0,4.49,73,152,50,150
2024-01-19,Meals and Sides,Frozen,R004,47.9,64.4,Rainy,,0.0,4.1,68,82,50,150
2024-01-19,Pizza,Frozen,R003,47.9,64.4,Rainy,,0.0,6.44,75,115,50,150
2024-01-19,Juices,Frozen,R001,47.9,64.4,Rainy,,0.15,5.6,94,166,50,150
2024-01-19,Desserts and Dough,Frozen,R005,47.9,64.4,Rainy,,0.0,8.23,84,62,50,150
2024-01-19,Popsicles,Frozen,R003,47.9,64.4,Rainy,,0.0,4.48,71,94,50,150
2024-01-20,Cocoa & Hot chocolate,Hot Beverages,R003,49.9,76.0,Rainy,,0.0,10.69,106,61,50,150
2024-01-20,Coffee,Hot Beverages,R002,49.9,76.0,Rainy,,0.0,11.71,101,199,50,150
2024-01-20,Tea,Hot Beverages,R001,49.9,76.0,Rainy,,0.0,6.45,117,183,50,150
2024-01-20,Coconut water,Cold Beverages,R004,49.9,76.0,Rainy,,0.0,3.99,88,205,80,240
2024-01-20,Juice and smoothies,Cold Beverages,R004,49.9,76.0,Rainy,,0.0,1.98,84,156,80,240
2024-01-20,Soft drinks,Cold Beverages,R005,49.9,76.0,Rainy,,0.0,3.17,78,93,80,240
2024-01-20,Sports drinks,Cold Beverages,R003,49.9,76.0,Rainy,,0.1,1.72,92,180,80,240
2024-01-20,Water,Hydration,R005,49.9,76.0,Rainy,,0.0,2.13,77,276,100,300
2024-01-20,Sparkling water,Hydration,R001,49.9,76.0,Rainy,,0.0,1.22,80,298,100,300
2024-01-20,"Breakfast, syrup and cereal",Pantry,R003,49.9,76.0,Rainy,,0.0,5.52,90,217,60,180
2024-01-20,Condiments and spice,Pantry,R002,49.9,76.0,Rainy,,0.0,5.61,103,201,60,180
2024-01-20,"Grains, pasta",Pantry,R002,49.9,76.0,Rainy,,0.0,5.82,94,195,60,180
2024-01-20,Soups,Canned Goods,R001,49.9,76.0,Rainy,,0.0,1.82,84,162,70,210
2024-01-20,Vegetables,Canned Goods,R005,49.9,76.0,Rainy,,0.0,2.71,91,267,70,210
2024-01-20,Fruits,Canned Goods,R002,49.9,76.0,Rainy,,0.0,2.96,92,242,70,210
2024-01-20,Bagels and Muffins,Bread and Bakery,R002,49.9,76.0,Rainy,,0.0,2.89,102,156,40,120
2024-01-20,Sandwich breads,Bread and Bakery,R004,49.9,76.0,Rainy,,0.0,4.3,115,125,40,120
2024-01-20,Pitas and flatbreads,Bread and Bakery,R004,49.9,76.0,Rainy,,0.0,5.84,108,143,40,120
2024-01-20,Cookies and bakery snacks,Bread and Bakery,R004,49.9,76.0,Rainy,,0.0,5.08,102,138,40,120
2024-01-20,Baguettes and french breads,Bread and Bakery,R001,49.9,76.0,Rainy,,0.15,4.04,118,135,40,120
2024-01-20,Butter,"Dairy, eggs and cheese",R004,49.9,76.0,Rainy,,0.0,3.82,68,150,50,150
2024-01-20,Cheese - american,"Dairy, eggs and cheese",R002,49.9,76.0,Rainy,,0.21,7.71,116,60,50,150
2024-01-20,Cheese - cheddar,"Dairy, eggs and cheese",R002,49.9,76.0,Rainy,,0.0,2.5,75,78,50,150
2024-01-20,Cheese - mozerella,"Dairy, eggs and cheese",R005,49.9,76.0,Rainy,,0.0,6.55,105,195,50,150
2024-01-20,Milk and cream,"Dairy, eggs and cheese",R003,49.9,76.0,Rainy,,0.0,7.05,94,56,50,150
2024-01-20,Yogurt and pudding,"Dairy, eggs and cheese",R001,49.9,76.0,Rainy,,0.0,2.94,65,150,50,150
2024-01-20,Eggs,"Dairy, eggs and cheese",R002,49.9,76.0,Rainy,,0.0,3.95,66,150,50,150
2024-01-20,Strawberry,Fruits - Berries,R004,49.9,76.0,Rainy,,0.0,3.91,39,90,30,90
2024-01-20,Blueberry,Fruits - Berries,R005,49.9,76.0,Rainy,,0.0,4.62,51,42,30,90
2024-01-20,Raspberries,Fruits - Berries,R005,49.9,76.0,Rainy,,0.0,4.09,49,60,30,90
2024-01-20,Pineapple,Fruits - All weather,R005,49.9,76.0,Rainy,,0.0,1.38,92,88,60,180
2024-01-20,Banana,Fruits - All weather,R003,49.9,76.0,Rainy,,0.0,1.41,84,180,60,180
2024-01-20,Apples,Fruits - All weather,R004,49.9,76.0,Rainy,,0.0,0.81,102,180,60,180
2024-01-20,Watermelon,Fruits - Melons,R004,49.9,76.0,Rainy,,0.0,1.85,36,98,25,75
2024-01-20,Canteloupe,Fruits - Melons,R002,49.9,76.0,Rainy,,0.0,0.78,36,51,25,75
2024-01-20,Oranges,Fruits - Citrus,R003,49.9,76.0,Rainy,,0.0,0.57,53,175,50,150
2024-01-20,Lemon,Fruits - Citrus,R005,49.9,76.0,Rainy,,0.0,1.02,63,119,50,150
2024-01-20,Mango,Fruits - Tropical Fruits,R003,49.9,76.0,Rainy,,0.0,3.49,37,105,35,105
2024-01-20,Kiwi,Fruits - Tropical Fruits,R004,49.9,76.0,Rainy,,0.0,3.54,42,37,35,105
2024-01-20,Coconut,Fruits - Tropical Fruits,R003,49.9,76.0,Rainy,,0.0,3.97,48,39,35,105
2024-01-20,Cherries,Fruits - Seasonal,R001,49.9,76.0,Rainy,,0.0,4.64,29,41,20,60
2024-01-20,Peach,Fruits - Seasonal,R004,49.9,76.0,Rainy,,0.0,3.16,26,68,20,60
2024-01-20,Onion,Vegetables,R005,49.9,76.0,Rainy,,0.0,2.35,67,180,60,180
2024-01-20,Tomatoes,Vegetables,R005,49.9,76.0,Rainy,,0.0,2.8,77,180,60,180
2024-01-20,Carrots,Vegetables,R002,49.9,76.0,Rainy,,0.0,0.72,103,132,60,180
2024-01-20,Cabbage,Vegetables,R001,49.9,76.0,Rainy,,0.0,1.73,73,180,60,180
2024-01-20,Broccoli & Cauliflower,Vegetables,R001,49.9,76.0,Rainy,,0.14,0.88,65,180,60,180
2024-01-20,Potatoes & Yams,Vegetables,R002,49.9,76.0,Rainy,,0.0,0.85,74,180,60,180
2024-01-20,Cucumbers,Vegetables,R001,49.9,76.0,Rainy,,0.0,1.69,109,71,60,180
2024-01-20,Peppers,Vegetables,R005,49.9,76.0,Rainy,,0.0,2.17,97,83,60,180
2024-01-20,Herbs,Vegetables,R003,49.9,76.0,Rainy,,0.0,2.92,115,65,60,180
2024-01-20,Lettuce and Greens,Vegetables,R001,49.9,76.0,Rainy,,0.0,0.82,94,180,60,180
2024-01-20,Corn,Vegetables,R001,49.9,76.0,Rainy,,0.0,1.75,110,115,60,180
2024-01-20,Beef,Meat,R003,49.9,76.0,Rainy,,0.22,14.96,48,120,40,120
2024-01-20,Chicken,Meat,R005,49.9,76.0,Rainy,,0.0,12.64,72,138,40,120
2024-01-20,Turkey,Meat,R002,49.9,76.0,Rainy,,0.0,10.31,59,144,40,120
